,State,County,Year,Total,Heroin,Other,Methadone,Population,Unemployment,GDP Total
4153,Massachusetts,Norfolk,2016,106,68,40,12,697181,3.4,49807121
4154,Massachusetts,Plymouth,2016,73,49,29,0,513565,4.1,23329700
4155,Massachusetts,Suffolk,2016,111,74,33,14,784230,3.5,108741572
4156,Massachusetts,Worcester,2016,112,83,26,12,819589,4.1,39793112
4157,Michigan,Allegan,2016,12,0,0,0,115548,3.9,4025184
4158,Michigan,Bay,2016,18,0,12,0,104747,5.4,3468934
4159,Michigan,Berrien,2016,17,14,0,0,154010,5.0,6828838
4160,Michigan,Calhoun,2016,36,15,20,0,134386,4.8,5609810
4161,Michigan,Eaton,2016,11,0,0,0,109160,4.1,4213443
4162,Michigan,Genesee,2016,96,47,43,15,408615,5.6,13162959
4163,Michigan,Ingham,2016,49,21,27,13,288051,4.3,14177008
4164,Michigan,Ionia,2016,0,0,0,0,64232,4.2,1418911
4165,Michigan,Isabella,2016,11,0,0,0,71282,4.7,2228482
4166,Michigan,Kalamazoo,2016,48,20,26,0,261654,4.0,12087272
4167,Michigan,Kent,2016,53,25,22,0,642173,3.5,37692523
4168,Michigan,Lapeer,2016,0,0,0,0,88340,6.5,1940893
4169,Michigan,Lenawee,2016,14,0,0,0,98504,4.6,2544827
4170,Michigan,Livingston,2016,24,11,12,0,188624,4.1,6131153
4171,Michigan,Macomb,2016,209,133,84,15,867730,5.2,35408118
4172,Michigan,Monroe,2016,29,15,0,0,149208,4.3,5598240
4173,Michigan,Montcalm,2016,0,0,0,0,62974,5.3,1547111
4174,Michigan,Muskegon,2016,29,14,12,0,173408,5.4,5922919
4175,Michigan,Oakland,2016,32,21,13,0,1243970,4.2,98555068
4176,Michigan,Ottawa,2016,27,0,17,0,282250,3.4,12703019
4177,Michigan,Saginaw,2016,29,0,21,0,192326,5.3,7943763
4178,Michigan,Shiawassee,2016,0,0,0,0,68554,5.3,1655238
4179,Michigan,St. Clair,2016,42,31,11,0,159587,6.1,0
4180,Michigan,Van Buren,2016,0,0,0,0,75223,5.7,2722042
4181,Michigan,Washtenaw,2016,45,33,11,0,364709,3.7,21313699
4182,Michigan,Wayne,2016,375,239,134,28,1749366,6.3,86258000
4183,Minnesota,Anoka,2016,21,0,11,0,345957,3.7,13507196
4184,Minnesota,Dakota,2016,22,0,11,0,417486,3.4,24817284
4185,Minnesota,Hennepin,2016,127,73,44,28,1232483,3.3,119283227
4186,Minnesota,Olmsted,2016,0,0,0,0,153102,3.0,10191913
4187,Minnesota,Ramsey,2016,30,13,0,0,540649,3.6,38516113
4188,Minnesota,Scott,2016,10,0,0,0,143680,3.2,5478390
4189,Minnesota,Sherburne,2016,0,0,0,0,93528,4.1,3080014
4190,Minnesota,St. Louis,2016,18,0,0,0,199980,5.7,0
4191,Minnesota,Washington,2016,0,0,0,0,253117,3.3,9506287
4192,Mississippi,DeSoto,2016,18,12,0,0,175611,4.2,4883753
4193,Mississippi,Harrison,2016,20,0,19,0,203234,5.5,7827323
4194,Mississippi,Hinds,2016,0,0,0,0,241229,5.4,11122469
4195,Mississippi,Jackson,2016,12,0,0,0,141241,6.6,7336887
4196,Mississippi,Pearl River,2016,0,0,0,0,55310,6.0,931600
4197,Mississippi,Rankin,2016,17,0,15,0,150228,3.9,6012445
4198,Missouri,Boone,2016,10,0,0,0,176594,3.3,8005117
4199,Missouri,Clay,2016,17,0,14,0,239085,3.9,9903163
4200,Missouri,Franklin,2016,27,18,10,0,102838,4.4,3941168
4201,Missouri,Greene,2016,31,15,11,0,288690,3.8,14742732
4202,Missouri,Jackson,2016,45,16,26,0,691801,5.1,40916261
4203,Missouri,Jefferson,2016,48,28,22,0,224226,4.3,4659262
4204,Missouri,Pulaski,2016,10,0,0,0,52654,5.4,2034497
4205,Missouri,St. Charles,2016,45,25,20,0,390918,3.5,0
4206,Missouri,St. Francois,2016,0,0,0,0,66627,5.5,0
4207,Missouri,St. Louis,2016,156,119,39,0,998581,4.2,0
4208,Missouri,St. Louis City,2016,128,107,26,0,311404,0.0,0
4209,Montana,Flathead,2016,0,0,0,0,98082,5.6,3654009
4210,Nebraska,Douglas,2016,21,0,12,0,554995,3.3,40808279
4211,Nebraska,Lancaster,2016,0,0,0,0,309637,2.8,16326207
4212,Nevada,Carson City,2016,0,0,0,0,54742,6.1,0
4213,Nevada,Clark,2016,264,63,171,42,2155664,5.9,101392420
4214,Nevada,Lyon,2016,0,0,0,0,53179,7.4,1361220
4215,Nevada,Nye,2016,12,0,11,0,43423,7.3,1569375
4216,Nevada,Washoe,2016,73,22,46,13,453616,5.0,23687744
4217,New Hampshire,Carroll,2016,0,0,0,0,47289,3.0,1988941
4218,New Hampshire,Cheshire,2016,10,0,0,0,75774,2.7,3355740
4219,New Hampshire,Hillsborough,2016,33,0,19,11,407761,3.0,24782415
4220,New Hampshire,Merrimack,2016,0,0,0,0,148582,2.6,8617333
4221,New Hampshire,Rockingham,2016,29,10,18,0,303251,3.0,18630704
4222,New Hampshire,Strafford,2016,18,0,10,0,127428,2.5,5669014
4223,New Jersey,Atlantic,2016,61,41,20,0,270991,7.4,12424734
4224,New Jersey,Bergen,2016,86,64,24,0,939151,4.2,64494856
4225,New Jersey,Burlington,2016,31,15,16,0,449284,4.5,24747071
4226,New Jersey,Cape May,2016,12,10,0,0,94430,9.8,4757727
4227,New Jersey,Cumberland,2016,33,25,11,0,153797,7.5,5954454
4228,New Jersey,Essex,2016,149,119,33,0,796914,6.0,51601199
4229,New Jersey,Gloucester,2016,0,0,0,0,292330,5.1,14162898
4230,New Jersey,Hudson,2016,71,56,15,0,677983,4.7,43796480
4231,New Jersey,Hunterdon,2016,13,11,0,0,124676,3.8,6838373
4232,New Jersey,Mercer,2016,38,29,10,0,371023,4.4,27815178
4233,New Jersey,Middlesex,2016,129,94,37,10,837073,4.4,56688188
4234,New Jersey,Monmouth,2016,123,82,44,10,625846,4.5,31018115
4235,New Jersey,Morris,2016,60,49,22,0,498423,3.9,51699014
4236,New Jersey,Ocean,2016,142,106,56,0,592497,5.2,18535721
4237,New Jersey,Passaic,2016,75,58,17,0,507945,6.2,20861160
4238,New Jersey,Somerset,2016,33,23,11,0,333751,4.1,36051564
4239,New Jersey,Sussex,2016,30,20,15,0,142522,4.7,4371424
4240,New Jersey,Union,2016,54,42,17,0,555630,5.2,35531624
4241,New Jersey,Warren,2016,26,19,13,0,106617,4.6,4165110
4242,New Mexico,Bernalillo,2016,130,67,60,20,676953,5.8,33219394
4243,New Mexico,Dona Ana,2016,21,11,11,0,0,7.1,0
4244,New Mexico,Eddy,2016,0,0,0,0,57621,6.4,7333885
4245,New Mexico,Lea,2016,0,0,0,0,69749,9.1,6626799
4246,New Mexico,Otero,2016,0,0,0,0,65410,6.0,2471232
4247,New Mexico,Rio Arriba,2016,30,22,0,0,40040,7.4,1406660
4248,New Mexico,San Juan,2016,0,0,0,0,115079,8.7,6189598
4249,New Mexico,Sandoval,2016,10,0,0,0,142025,6.5,2937060
4250,New Mexico,Santa Fe,2016,33,22,16,0,148651,5.2,5748226
4251,New Mexico,Taos,2016,0,0,0,0,33065,8.4,871736
4252,New Mexico,Valencia,2016,14,0,0,0,75626,7.1,1198220
4253,New York,Albany,2016,20,16,0,0,308846,4.1,27798104
4254,New York,Bronx,2016,197,118,78,46,1455720,7.1,39819920
4255,New York,Broome,2016,40,28,15,0,195334,5.4,8865371
4256,New York,Cayuga,2016,10,0,0,0,77861,5.1,2472707
4257,New York,Chautauqua,2016,15,11,0,0,129504,5.8,4846451
4258,New York,Chemung,2016,0,0,0,0,86322,5.7,3573676
4259,New York,Columbia,2016,0,0,0,0,60989,3.7,2234832
4260,New York,Dutchess,2016,47,28,16,0,294473,4.2,12417718
4261,New York,Erie,2016,156,75,83,20,921046,4.9,51067834
4262,New York,Genesee,2016,11,0,0,0,58482,4.6,2189801
4263,New York,Greene,2016,11,0,0,0,47508,5.0,2093170
4264,New York,Jefferson,2016,12,0,0,0,114006,6.2,5929646
4265,New York,Kings,2016,221,145,80,48,2629150,5.3,85445141
4266,New York,Madison,2016,12,0,0,0,71329,5.3,2099267
4267,New York,Monroe,2016,89,56,34,0,747727,4.7,43624348
4268,New York,Nassau,2016,135,60,62,18,1361500,3.9,81313669
4269,New York,New York,2016,160,98,60,30,1643734,4.6,601464989
4270,New York,Niagara,2016,29,11,17,10,211758,5.8,8682100
4271,New York,Oneida,2016,44,35,0,0,231190,4.8,10042066
4272,New York,Onondaga,2016,89,64,27,0,466194,4.5,28255882
4273,New York,Ontario,2016,0,0,0,0,109828,4.3,5448300
4274,New York,Orange,2016,62,47,18,0,379210,4.3,15073314
4275,New York,Oswego,2016,17,10,0,0,118987,6.5,6066338
4276,New York,Putnam,2016,17,12,0,0,98900,4.0,3038085
4277,New York,Queens,2016,149,88,60,31,2333054,4.5,88148259
4278,New York,Rensselaer,2016,0,0,0,0,160070,4.3,6081432
4279,New York,Richmond,2016,89,58,34,16,476015,5.2,13466926
4280,New York,Rockland,2016,30,17,13,0,326780,4.2,18363045
4281,New York,Saratoga,2016,0,0,0,0,227053,3.8,9917618
4282,New York,Schenectady,2016,20,17,0,0,154553,4.3,7426193
4283,New York,Steuben,2016,13,0,0,0,96940,5.8,5008340
4284,New York,Suffolk,2016,258,134,118,27,1492583,4.4,81130606
4285,New York,Sullivan,2016,12,0,0,0,74801,4.8,2525990
4286,New York,Tompkins,2016,0,0,0,0,104871,4.2,5355968
4287,New York,Ulster,2016,44,25,20,0,179225,4.4,6184371
4288,New York,Westchester,2016,114,68,47,10,974542,4.3,72788556
4289,North Carolina,Alamance,2016,0,0,0,0,159688,4.7,5200654
4290,North Carolina,Beaufort,2016,0,0,0,0,47526,5.7,1461204
4291,North Carolina,Brunswick,2016,23,10,10,0,126953,6.4,3622101
4292,North Carolina,Buncombe,2016,38,26,13,0,256088,3.9,11364249
4293,North Carolina,Burke,2016,20,0,16,0,88851,4.9,2541924
4294,North Carolina,Cabarrus,2016,26,13,12,0,201590,4.6,6466497
4295,North Carolina,Caldwell,2016,15,0,13,0,81449,5.2,2215203
4296,North Carolina,Carteret,2016,15,0,13,0,68890,5.2,2031632
4297,North Carolina,Catawba,2016,29,12,16,0,156459,4.7,8129434
4298,North Carolina,Cherokee,2016,0,0,0,0,27905,5.7,674489
4299,North Carolina,Cleveland,2016,0,0,0,0,97144,5.5,3468554
4300,North Carolina,Columbus,2016,12,0,0,0,56505,6.4,1325820
4301,North Carolina,Craven,2016,26,0,18,0,103445,5.2,4278374
4302,North Carolina,Cumberland,2016,39,19,22,0,327127,6.4,15999225
4303,North Carolina,Davidson,2016,29,17,10,0,164926,4.8,4708272
4304,North Carolina,Davie,2016,13,0,0,0,42013,4.5,1165652
4305,North Carolina,Durham,2016,18,10,0,0,306212,4.5,34665300
4306,North Carolina,Forsyth,2016,45,31,16,0,371511,4.9,21513599
4307,North Carolina,Gaston,2016,43,26,20,0,216965,5.3,6530380
4308,North Carolina,Guilford,2016,57,41,20,0,521330,5.2,30886851
4309,North Carolina,Harnett,2016,11,0,0,0,130881,5.8,2124069
4310,North Carolina,Haywood,2016,0,0,0,0,60682,4.5,1516459
4311,North Carolina,Henderson,2016,11,0,0,0,114209,4.3,4075955
4312,North Carolina,Iredell,2016,19,0,10,0,172916,4.8,7230451
4313,North Carolina,Johnston,2016,14,0,0,0,191450,4.7,4443268
4314,North Carolina,Lincoln,2016,12,0,10,0,81168,4.7,2048504
4315,North Carolina,McDowell,2016,14,0,0,0,45075,4.8,1298305
4316,North Carolina,Mecklenburg,2016,77,46,37,0,1054835,4.7,95855607
4317,North Carolina,Moore,2016,11,0,0,0,95776,5.0,3087360
4318,North Carolina,Nash,2016,16,11,0,0,94005,6.6,7608901
4319,North Carolina,New Hanover,2016,49,37,13,0,223483,4.7,11864700
4320,North Carolina,Onslow,2016,21,0,13,0,187136,5.5,8005278
4321,North Carolina,Pender,2016,14,0,0,0,59090,5.3,1127053
4322,North Carolina,Pitt,2016,25,0,16,0,177220,5.6,7719111
4323,North Carolina,Randolph,2016,25,12,14,0,143416,4.9,3915646
4324,North Carolina,Richmond,2016,0,0,0,0,44939,6.9,1748608
4325,North Carolina,Robeson,2016,0,0,0,0,133235,7.9,3065727
4326,North Carolina,Rockingham,2016,19,11,10,0,91393,5.7,2923215
4327,North Carolina,Rowan,2016,25,16,0,0,139933,5.6,4688045
4328,North Carolina,Rutherford,2016,0,0,0,0,66421,6.7,1588194
4329,North Carolina,Sampson,2016,0,0,0,0,63124,5.5,2137020
4330,North Carolina,Stokes,2016,12,0,0,0,46097,4.8,1043722
4331,North Carolina,Surry,2016,0,0,0,0,72113,4.8,2390757
4332,North Carolina,Union,2016,16,0,0,0,226606,4.4,6092179
4333,North Carolina,Vance,2016,0,0,0,0,44244,7.2,1208062
4334,North Carolina,Wake,2016,72,33,35,0,1046791,4.3,66188586
4335,North Carolina,Wayne,2016,13,11,0,0,124150,5.8,4702700
4336,North Carolina,Wilkes,2016,25,0,23,0,68740,4.8,2132974
4337,North Carolina,Wilson,2016,10,0,0,0,81661,8.2,3830882
4338,North Carolina,Yadkin,2016,0,0,0,0,37532,4.4,1078335
4339,North Dakota,Cass,2016,11,0,0,0,175249,2.2,10886640
4340,Ohio,Allen,2016,10,0,0,0,103742,5.0,7249480
4341,Ohio,Ashtabula,2016,32,28,0,0,98231,6.1,2719196
4342,Ohio,Athens,2016,0,0,0,0,66186,6.4,1961671
4343,Ohio,Brown,2016,11,0,0,0,43759,5.8,787000
4344,Ohio,Butler,2016,129,91,41,0,377537,4.5,17759787
4345,Ohio,Clark,2016,34,19,15,0,134786,5.2,4352218
4346,Ohio,Clermont,2016,68,55,17,0,203022,4.4,7471274
4347,Ohio,Clinton,2016,0,0,0,0,41902,5.8,1827429
4348,Ohio,Columbiana,2016,0,0,0,0,103685,6.7,2964828
4349,Ohio,Cuyahoga,2016,357,287,104,12,1249352,5.6,86988138
4350,Ohio,Darke,2016,0,0,0,0,51778,4.1,1903407
4351,Ohio,Delaware,2016,0,0,0,0,196463,3.6,9765615
4352,Ohio,Erie,2016,16,0,0,0,75107,5.5,4907825
4353,Ohio,Fairfield,2016,17,0,0,0,152597,4.3,3831982
4354,Ohio,Franklin,2016,199,122,84,15,1264518,4.1,84688146
4355,Ohio,Geauga,2016,13,0,0,0,94060,4.5,3659094
4356,Ohio,Greene,2016,18,12,0,0,164765,4.4,8559962
4357,Ohio,Hamilton,2016,245,194,76,0,809099,4.4,66604173
4358,Ohio,Highland,2016,0,0,0,0,43029,6.3,1027096
4359,Ohio,Huron,2016,12,0,0,0,58439,6.5,2168602
4360,Ohio,Jefferson,2016,0,0,0,0,66704,8.4,3456018
4361,Ohio,Knox,2016,0,0,0,0,60814,4.6,1868251
4362,Ohio,Lake,2016,51,36,16,0,228614,4.9,10343359
4363,Ohio,Lawrence,2016,18,10,0,0,60872,6.5,1562763
4364,Ohio,Licking,2016,0,0,0,0,172198,4.4,5316725
4365,Ohio,Lorain,2016,73,55,17,0,306365,6.0,9892230
4366,Ohio,Lucas,2016,67,52,28,0,432488,5.2,24073775
4367,Ohio,Mahoning,2016,58,40,26,0,230008,6.4,8594657
4368,Ohio,Marion,2016,15,0,0,0,65096,5.1,2581846
4369,Ohio,Medina,2016,24,15,10,0,177221,4.4,6250513
4370,Ohio,Miami,2016,0,0,0,0,104679,4.4,3987969
4371,Ohio,Montgomery,2016,114,71,40,0,531239,4.9,25413874
4372,Ohio,Pickaway,2016,0,0,0,0,57565,4.8,1716544
4373,Ohio,Portage,2016,18,13,0,0,161921,5.0,5365071
4374,Ohio,Preble,2016,11,0,0,0,41247,4.8,1066987
4375,Ohio,Richland,2016,35,23,14,0,121107,5.5,4324887
4376,Ohio,Ross,2016,27,16,12,0,77000,5.5,2516975
4377,Ohio,Scioto,2016,11,0,0,0,76088,7.7,2913525
4378,Ohio,Seneca,2016,0,0,0,0,55353,4.9,1634317
4379,Ohio,Stark,2016,49,24,25,0,373612,5.5,15081745
4380,Ohio,Summit,2016,109,53,58,0,540300,5.1,27010320
4381,Ohio,Trumbull,2016,39,26,16,0,201825,6.8,7129207
4382,Ohio,Warren,2016,23,16,0,0,227063,4.2,9443616
4383,Ohio,Washington,2016,10,0,0,0,60610,7.0,3191102
4384,Ohio,Wayne,2016,16,0,14,0,116470,4.0,4971954
4385,Ohio,Wood,2016,11,10,0,0,130219,4.2,6103637
4386,Oklahoma,Canadian,2016,0,0,0,0,136532,4.0,3453778
4387,Oklahoma,Carter,2016,0,0,0,0,48556,5.2,2741834
4388,Oklahoma,Cleveland,2016,24,0,18,0,278655,3.8,6984853
4389,Oklahoma,Comanche,2016,0,0,0,0,122136,4.6,4375976
4390,Oklahoma,Creek,2016,10,0,10,0,71312,5.8,1714778
4391,Oklahoma,Delaware,2016,0,0,0,0,41598,4.9,804068
4392,Oklahoma,Grady,2016,0,0,0,0,54655,5.0,1274825
4393,Oklahoma,Le Flore,2016,10,0,10,0,49873,6.9,1373567
4394,Oklahoma,Muskogee,2016,10,0,0,0,69477,5.5,2954303
4395,Oklahoma,Oklahoma,2016,70,17,47,10,782970,4.3,63498956
4396,Oklahoma,Pontotoc,2016,0,0,0,0,38330,4.1,1995797
4397,Oklahoma,Pottawatomie,2016,0,0,0,0,72290,4.6,1872254
4398,Oklahoma,Rogers,2016,0,0,0,0,91766,5.0,2434626
4399,Oklahoma,Sequoyah,2016,0,0,0,0,41294,6.3,638407
4400,Oklahoma,Stephens,2016,0,0,0,0,44090,9.5,1440745
4401,Oklahoma,Tulsa,2016,68,18,46,0,642940,4.7,44738008
4402,Oklahoma,Wagoner,2016,0,0,0,0,77679,4.8,983801
4403,Oregon,Clackamas,2016,24,10,11,0,408062,4.3,18898254
4404,Oregon,Clatsop,2016,0,0,0,0,38632,4.7,1696418
4405,Oregon,Deschutes,2016,14,0,10,0,181307,4.9,7892078
4406,Oregon,Douglas,2016,0,0,0,0,108457,6.3,3348546
4407,Oregon,Jackson,2016,15,0,0,0,216527,5.7,7957275
4408,Oregon,Josephine,2016,0,0,0,0,85904,6.5,2454025
4409,Oregon,Lane,2016,41,14,26,10,369519,5.1,14683029
4410,Oregon,Linn,2016,0,0,0,0,122849,5.7,4210211
4411,Oregon,Marion,2016,14,0,0,0,336316,5.1,13959871
4412,Oregon,Multnomah,2016,80,51,24,10,799766,4.2,57293675
4413,Oregon,Washington,2016,38,12,19,0,582779,4.1,45299055
4414,Pennsylvania,Allegheny,2016,399,281,129,43,1225365,5.2,84107607
4415,Pennsylvania,Armstrong,2016,0,0,0,0,66486,7.5,2330667
4416,Pennsylvania,Beaver,2016,32,20,13,0,167429,6.2,6725165
4417,Pennsylvania,Berks,2016,56,36,17,0,414812,5.0,17911239
4418,Pennsylvania,Blair,2016,12,0,0,0,124650,5.3,5260675
4419,Pennsylvania,Bucks,2016,39,28,12,0,626399,4.6,29839627
4420,Pennsylvania,Butler,2016,41,27,13,0,186847,5.1,9854888
4421,Pennsylvania,Cambria,2016,29,21,0,0,134732,6.8,4455663
4422,Pennsylvania,Centre,2016,0,0,0,0,161464,4.2,7926572
4423,Pennsylvania,Chester,2016,26,14,11,0,516312,3.9,41196741
4424,Pennsylvania,Crawford,2016,13,0,0,0,86257,6.0,2885992
4425,Pennsylvania,Cumberland,2016,28,0,26,0,248506,4.1,13515945
4426,Pennsylvania,Dauphin,2016,18,0,14,0,273707,4.7,20623247
4427,Pennsylvania,Delaware,2016,75,51,24,0,563402,4.9,29899618
4428,Pennsylvania,Erie,2016,34,25,0,0,276207,6.5,10860163
4429,Pennsylvania,Fayette,2016,52,15,46,0,132733,8.1,3935183
4430,Pennsylvania,Franklin,2016,19,0,15,0,153851,5.1,5412963
4431,Pennsylvania,Indiana,2016,0,0,0,0,86364,7.3,3843789
4432,Pennsylvania,Lackawanna,2016,38,12,31,0,211321,5.6,8738190
4433,Pennsylvania,Lancaster,2016,35,20,28,0,538500,4.1,25768354
4434,Pennsylvania,Lawrence,2016,18,0,13,0,87294,6.7,2755272
4435,Pennsylvania,Lebanon,2016,0,0,0,0,138863,4.5,5473599
4436,Pennsylvania,Lehigh,2016,25,18,0,0,363147,5.3,21101822
4437,Pennsylvania,Luzerne,2016,0,0,0,0,316383,6.3,14423152
4438,Pennsylvania,Lycoming,2016,13,10,0,0,115248,6.6,6569871
4439,Pennsylvania,Mercer,2016,13,0,0,0,112913,6.0,4069357
4440,Pennsylvania,Monroe,2016,0,0,0,0,166098,6.2,5529321
4441,Pennsylvania,Montgomery,2016,142,93,52,10,821725,4.1,67635710
4442,Pennsylvania,Northampton,2016,53,25,28,0,302294,5.2,12191945
4443,Pennsylvania,Northumberland,2016,12,11,0,0,92541,6.2,2982734
4444,Pennsylvania,Philadelphia,2016,18,0,0,0,1567872,0.0,106852689
4445,Pennsylvania,Pike,2016,0,0,0,0,55562,6.4,1216978
4446,Pennsylvania,Schuylkill,2016,33,14,17,0,143573,6.2,4693114
4447,Pennsylvania,Susquehanna,2016,11,0,0,0,40862,5.7,5530657
4448,Pennsylvania,Washington,2016,71,46,30,0,207981,6.1,14657423
4449,Pennsylvania,Wayne,2016,11,0,10,0,50710,5.7,1486486
4450,Pennsylvania,Westmoreland,2016,22,15,0,0,355458,5.8,12764712
4451,Pennsylvania,York,2016,28,23,0,0,443744,4.6,18301760
4452,Rhode Island,Bristol,2016,0,0,0,0,49067,4.6,1528241
4453,Rhode Island,Kent,2016,22,0,0,0,164614,4.7,7923102
4454,Rhode Island,Newport,2016,15,0,0,0,82784,4.7,5234084
4455,Rhode Island,Providence,2016,79,12,57,14,633673,5.5,32363400
4456,Rhode Island,Washington,2016,14,0,0,0,126288,4.7,5938011
4457,South Carolina,Aiken,2016,24,0,21,0,167458,5.0,5908848
4458,South Carolina,Anderson,2016,18,0,14,0,196569,4.6,6005398
4459,South Carolina,Beaufort,2016,0,0,0,0,183149,4.8,6383085
4460,South Carolina,Berkeley,2016,30,0,29,0,210898,4.6,6694118
4461,South Carolina,Charleston,2016,52,29,23,0,396484,4.1,26734903
4462,South Carolina,Dorchester,2016,10,0,0,0,153773,4.6,2970814
4463,South Carolina,Florence,2016,14,0,0,0,138742,5.3,6588212
4464,South Carolina,Georgetown,2016,13,0,12,0,61399,6.8,2133707
4465,South Carolina,Greenville,2016,39,16,23,0,498766,4.3,26706178
4466,South Carolina,Horry,2016,75,16,59,0,322342,5.9,10953498
4467,South Carolina,Lancaster,2016,0,0,0,0,89594,5.3,3303682
4468,South Carolina,Lexington,2016,27,0,21,0,286196,4.1,10728777
4469,South Carolina,Oconee,2016,10,0,0,0,76355,5.2,3486055
4470,South Carolina,Pickens,2016,22,0,19,0,122863,5.0,3319149
4471,South Carolina,Richland,2016,22,0,10,0,409549,4.8,22784354
4472,South Carolina,Spartanburg,2016,33,0,24,0,301463,4.7,13125872
4473,South Carolina,York,2016,33,0,23,0,258526,4.6,9958107
4474,South Dakota,Minnehaha,2016,10,0,0,0,187318,2.6,14420811
4475,Tennessee,Anderson,2016,23,0,19,0,75936,4.8,4267297
4476,Tennessee,Blount,2016,17,0,13,0,128670,4.4,4665580
4477,Tennessee,Bradley,2016,0,0,0,0,104490,4.4,4398986
4478,Tennessee,Campbell,2016,0,0,0,0,39714,6.9,786030
4479,Tennessee,Carter,2016,12,0,0,0,56502,5.6,989393
4480,Tennessee,Cheatham,2016,12,0,10,0,39880,4.0,933829
4481,Tennessee,Coffee,2016,11,0,10,0,54682,4.7,2518577
4482,Tennessee,Davidson,2016,146,70,86,0,684410,3.6,61051774
4483,Tennessee,Dickson,2016,15,0,10,0,52170,4.3,1583911
4484,Tennessee,Greene,2016,12,0,11,0,68615,5.4,2107274
4485,Tennessee,Hamblen,2016,14,0,11,0,63785,5.1,2885876
4486,Tennessee,Hamilton,2016,44,0,27,12,357738,4.6,22699612
4487,Tennessee,Hardin,2016,0,0,0,0,25679,6.0,841888
4488,Tennessee,Hawkins,2016,19,0,18,0,56563,5.4,1893816
4489,Tennessee,Knox,2016,123,19,99,11,456132,4.0,23678562
4490,Tennessee,Lawrence,2016,0,0,0,0,43081,5.7,1020430
4491,Tennessee,Loudon,2016,10,0,0,0,51454,4.7,1475299
4492,Tennessee,Maury,2016,11,0,0,0,89981,4.0,3196187
4493,Tennessee,Montgomery,2016,12,0,12,0,195734,5.1,4773344
4494,Tennessee,Putnam,2016,10,0,10,0,75931,4.9,3213131
4495,Tennessee,Roane,2016,14,0,10,0,52874,5.5,2276626
4496,Tennessee,Robertson,2016,0,0,0,0,69165,4.1,2147428
4497,Tennessee,Rutherford,2016,41,14,32,0,308251,3.7,12805719
4498,Tennessee,Sevier,2016,13,0,11,0,96673,4.9,3445451
4499,Tennessee,Shelby,2016,112,74,47,0,934603,5.3,56274641
4500,Tennessee,Sullivan,2016,30,0,26,0,156667,5.2,6913718
4501,Tennessee,Sumner,2016,14,0,0,0,180063,3.9,5842545
4502,Tennessee,Tipton,2016,10,0,0,0,61303,5.7,1009855
4503,Tennessee,Washington,2016,24,0,23,0,127440,4.8,5347622
4504,Tennessee,Williamson,2016,15,0,0,0,219107,3.4,19766971
4505,Tennessee,Wilson,2016,24,0,22,0,132781,3.8,4276223
4506,Texas,Bell,2016,0,0,0,0,340411,4.5,14599325
4507,Texas,Bexar,2016,110,73,28,15,1928680,3.7,93472254
4508,Texas,Brazoria,2016,0,0,0,0,354195,5.2,14863653
4509,Texas,Collin,2016,41,21,18,0,939585,3.5,56082965
4510,Texas,Dallas,2016,147,100,38,10,2574984,4.0,233731905
4511,Texas,Denton,2016,31,19,10,0,806180,3.4,27383654
4512,Texas,Ector,2016,0,0,0,0,157462,6.4,11722833
4513,Texas,El Paso,2016,41,27,12,0,837918,4.9,28070265
4514,Texas,Fort Bend,2016,21,12,10,0,741237,5.0,23180856
4515,Texas,Galveston,2016,17,0,11,0,329431,5.3,13991719
4516,Texas,Grayson,2016,0,0,0,0,128235,3.8,4475124
4517,Texas,Harris,2016,219,96,115,33,4589928,5.3,351838302
4518,Texas,Hidalgo,2016,0,0,0,0,849843,7.8,20381184
4519,Texas,Jefferson,2016,11,0,0,0,254679,7.0,23759625
4520,Texas,Kaufman,2016,0,0,0,0,118350,3.8,4399554
4521,Texas,Lubbock,2016,17,0,0,0,303137,3.4,12154015
4522,Texas,Montgomery,2016,33,0,25,0,556203,4.9,21356063
4523,Texas,Nacogdoches,2016,0,0,0,0,65806,4.7,2514106
4524,Texas,Nueces,2016,22,12,0,0,361350,5.6,18902397
4525,Texas,Smith,2016,0,0,0,0,225290,4.5,9904909
4526,Texas,Tarrant,2016,76,39,34,0,2016872,4.0,104650547
4527,Texas,Travis,2016,81,37,38,11,1199323,3.2,96695331
4528,Texas,Webb,2016,12,11,0,0,271193,4.9,12794056
4529,Texas,Williamson,2016,21,0,15,0,528718,3.4,22046015
4530,Utah,Box Elder,2016,11,0,10,0,53139,3.5,2278797
4531,Utah,Cache,2016,0,0,0,0,122753,3.1,4647373
4532,Utah,Carbon,2016,12,0,10,0,20399,5.9,976785
4533,Utah,Davis,2016,37,12,33,0,342281,3.2,13056779
4534,Utah,Iron,2016,11,0,0,0,49937,4.4,1445031
4535,Utah,Salt Lake,2016,180,71,130,25,1121354,3.2,77891878
4536,Utah,Tooele,2016,0,0,0,0,64833,3.8,1786915
4537,Utah,Utah,2016,70,35,55,0,592299,3.1,22615026
4538,Utah,Washington,2016,14,0,11,0,160245,3.7,5116834
4539,Utah,Weber,2016,44,20,35,0,247560,3.8,9518290
4540,Vermont,Chittenden,2016,18,14,0,0,161531,2.5,10255569
4541,Vermont,Windham,2016,0,0,0,0,43145,3.3,2167610
4542,Vermont,Windsor,2016,13,0,0,0,55496,2.9,2325434
4543,Virginia,Alexandria City,2016,10,0,0,0,155810,0.0,0
